商品erpid,连锁名称,连锁id,通用名称,商品名称,条形码,批准文号,规格,生产厂家,成本价,销售单价_平均值,销售数量_总和,销售金额_总和
100081,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(红花油),液体敷料(红花油),6973267971441,陕杨械备20200005号,20ml,-,0,12.8,310,3519.5
100082,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,鼻贴,通气鼻贴,6958432305887,赣械注准20152140085,10贴,-,0,9.9,607,5081.27
100082,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,通气鼻贴,通气鼻贴,6958432305887,赣械注准20152140085,10贴,-,0,14.08,1481,15600
100083,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,洗发露/护发素,首乌植萃原液滋养发露牌医用退热凝胶/冷敷凝胶,"69,732,679,712,986,900,000,000,000",陕杨械备20200003号,500g/瓶,-,0,58,1,46.4
100083,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,首乌植萃原液滋养发露牌冷敷凝胶,首乌植萃原液滋养发露牌冷敷凝胶,6973267971298,陕杨械备20200003号,500g/瓶,-,0,58,125,6349.92
100083,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,首乌植萃原液滋养发露牌冷敷凝胶,首乌植萃原液滋养发露牌医用退热凝胶/冷敷凝胶,"69,732,679,712,986,900,000,000,000",陕杨械备20200003号,500g/瓶,-,0,58,788,39437.37
100111,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,远红外小儿止咳贴,远红外小儿止咳贴,6970130061728,皖械注准20182260072,5cm*7cm*4贴,-,0,15,4,60
100219,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,一正痛消贴,一正痛消贴,6940394401998,吉四械备20160003号,10贴,-,0,26,2,52
100247,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,肤康冷敷凝胶(敏恙宁),肤康冷敷凝胶(敏恙宁),6970747435226,陕西械备20180241号,20g/支,-,0,38,208,7016.07
100248,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(芦荟胶),液体敷料(芦荟胶),6973267971885,陕杨械备20200005号,20ml,-,0,19.8,3,49.1
100249,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(珍珠明目牌),液体敷料(珍珠明目牌),6973267970611,陕杨械备20200005号,15ml,-,0,15.27,256,3386.17
100270,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,海王金樽牌牡蛎大豆肽肉碱口服液,海王金樽牌牡蛎大豆肽肉碱口服液,6937928100205,国食健注G20110347,50ml/瓶,-,0,24.8,4802,102496.9
100270,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,牡蛎大豆肽肉碱口服液,海王金樽牌牡蛎大豆肽肉碱口服液,6937928100205,国食健注G20110347,50ml/瓶,-,0,24.69,2607,51836.21
100270,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,营养素保肝护肝制剂,海王金樽牌牡蛎大豆肽肉碱口服液,6937928100205,国食健注G20110347,50ml/瓶,-,0,24.2,5317,94957.92
100271,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,钙多维,成长快乐多种维生素钙咀嚼片(巧克力味),6910312780979,食健备G202046000906,1.5g*80片,-,0,168,525,52902.23
100271,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,多种维生素钙咀嚼片,成长快乐多种维生素钙咀嚼片(巧克力味),6910312780979,食健备G202046000906,1.5g*80片,-,0,168,245,26312.87
100271,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,成长快乐多种维生素钙咀嚼片(巧克力味),成长快乐多种维生素钙咀嚼片(巧克力味),6910312780979,食健备G202046000906,1.5g*80片,-,0,168,2158,223632.33
100272,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,多种维生素锌咀嚼片,成长快乐多种维生素锌咀嚼片(牛奶味),6910312780962,食健备G202046000897,1.5g*80片,-,0,168,156,16856.15
100272,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,锌多维,成长快乐多种维生素锌咀嚼片(牛奶味),6910312780962,食健备G202046000897,1.5g*80片,-,0,168,291,30676.34
100272,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,成长快乐多种维生素锌咀嚼片(牛奶味),成长快乐多种维生素锌咀嚼片(牛奶味),6910312780962,食健备G202046000897,1.5g*80片,-,0,168,1148,120241.09
100273,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(蚊不叮),液体敷料(蚊不叮),6935772130768,粤穗械备20200979号,100ml,-,0,19.8,295,3283.55
100274,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(焕采亮颜露),液体敷料(焕采亮颜露),6935772130607,粤穗械备20200979号,120ml,-,0,158,27,2518.42
100276,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,冷敷凝胶(焕采亮颜精华),冷敷凝胶(焕采亮颜精华),6935772130645,粤穗械备20200975号,40g,-,0,168,48,4655.5
100277,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(焕采亮颜乳),液体敷料(焕采亮颜乳),6935772130614,粤穗械备20200979号,100ml,-,0,158,46,3991.29
100278,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(补水保湿柔肤乳),液体敷料(补水保湿柔肤乳),6935772130508,粤穗械备20200979号,100ml,-,0,158,33,3147.78
100280,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(补水保湿柔肤水),液体敷料(补水保湿柔肤水),6935772130492,粤穗械备20200979号,120ml,-,0,158,11,884.57
100281,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(美肌无瑕亮颜粉底液),液体敷料(美肌无瑕亮颜粉底液),6935772130744,粤穗械备20200979号,40ml,-,0,168,33,3352.46
100282,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,伤口护理软膏(保湿淡纹眼霜),伤口护理软膏(保湿淡纹眼霜),6935772130539,粤穗械备20200980号,15g,-,0,168,44,4948
100285,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,伤口护理软膏(焕采亮颜霜),伤口护理软膏(焕采亮颜霜),6935772130638,粤穗械备20200980号,50g,-,0,158,43,4168.45
100286,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,伤口护理软膏(补水保湿洁面膏),伤口护理软膏(补水保湿洁面膏),6935772130515,粤穗械备20200980号,120g,-,0,98,21,1107.4
100287,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,伤口护理软膏(补水保湿霜),伤口护理软膏(补水保湿霜),6935772130522,粤穗械备20200980号,50g,-,0,158,36,3639.68
100288,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,伤口护理软膏(焕采亮颜洁面膏),伤口护理软膏(焕采亮颜洁面膏),6935772130621,粤穗械备20200980号,120g,-,0,98,30,1793.41
100291,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用冰袋,医用冰袋,6925923793089,鲁青械备20170173号,120g,-,0,4.5,152,580.79
100292,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,弹性绷带(冰凉袖),弹性绷带(冰凉袖),6972810100895,鲁青械备20210254号,1副/盒,-,0,16.96,158,1604.9
100294,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用冷敷贴(蚊叮贴型),医用冷敷贴(蚊叮贴型),6972810100253,鲁青械备20190460号,30贴/盒,-,0,19.8,71,1145.09
100296,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用隔离鞋套,医用隔离鞋套,6970237413185,鲁青械备20180207号,(150mm-500mm)*(150mm-500mm),-,0,8,1,8
100312,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用冷敷贴(修护透亮水润精华贴),医用冷敷贴(修护透亮水润精华贴),6933058897107,粤汕械备20200040号,250mm*190mm*5贴,-,0,88,3,145.36
100322,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用冷敷贴(面部型),医用冷敷贴(面部型),6925964312355,湘岳械备20170006号,5贴,-,0,178,1,178
100379,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,复因喷剂辅料（控油洁面泡沫）,复因喷剂辅料（控油洁面泡沫YSP-1）,-,备20190084号,100g,-,0,128,10,1280
100380,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,复因光子冷凝胶,复因光子冷凝胶,-,备20160042号,30g,-,0,118,4,437
100381,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,复因喷剂辅料（特润止痒身体乳）,复因喷剂辅料（YSP-3）,6923065300592,备20190084号,150g,-,0,108,12,1256
100381,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,复因喷剂敷料（特润止痒身体乳）,复因喷剂敷料（YSP-3）,6923065300592,备20190084号,150g,-,0,108,36,3605.14
100381,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,皮肤修复敷料,复因喷剂敷料（YSP-3）,6923065300592,备20190084号,150g,-,0,108,5,540
100389,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,独秘肤宝体表给药器,独秘肤宝体表给药器,6942710801109,豫械备20180004号,15g,-,0,18,193,3011.09
100390,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,钙维生素D片,钙维生素D片,6922297489037,食健备G202013000810,100片,-,0,37,22,617.87
100399,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,拐杖,肘拐(可孚手杖),6950715555699,湘长械备20170082号,KFSZ003,-,0,58,1,58
100399,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,肘拐,肘拐(可孚手杖),6950715555699,湘长械备20170082号,KFSZ003,-,0,58,27,1442.9
100400,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,可孚氧气袋,可孚氧气袋,6950715588963,湘长械备20160023号,52*83cm,-,0,48,302,12985.29
100400,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,氧气袋,可孚氧气袋,6950715588963,湘长械备20160023号,52*83cm,-,0,48,195,8255.92
100401,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,可孚医用棉签,可孚医用棉签,6950715511480,湘长械备20140025号,竹帮型10cm*50支,-,0,1.5,12035,16171.06
100401,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,普通棉签,可孚医用棉签,6950715511480,湘长械备20140025号,竹帮型10cm*50支,-,0,1.5,3,4.5
100402,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,颈椎牵引器,可孚颈椎牵引器,6922323400357,翼械注准20172260199、翼械注准20172260199,BII,-,0,88,18,1418.04
100402,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,可孚颈椎牵引器,可孚颈椎牵引器,6922323400357,翼械注准20172260199,BII,-,0,88,19,1550.99
100402,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,可孚颈椎牵引器,可孚颈椎牵引器,6922323400357,翼械注准20172260199、翼械注准20172260199,BII,-,0,88,51,3971.18
10041,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,湿巾,超迷你（女士护理）洁阴卫生湿巾,6973377685108,（辽）卫消证字（2020）第0158号,7片*8包,威海华新,0,9.9,58,470.12
10041,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"湿巾				",超迷你（女士护理）洁阴卫生湿巾,6973377685108,（辽）卫消证字（2020）第0158号,7片*8包,威海华新,0,9.9,804,6726.19
10041,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,"超迷你（女士护理）洁阴卫生湿巾				",超迷你（女士护理）洁阴卫生湿巾,6973377685108,（辽）卫消证字（2020）第0158号,7片*8包,威海华新,0,9.9,201,1628.24
100416,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,一次性使用无菌橡胶检查手套,一次性使用无菌橡胶检查手套,6950715514177,湘械注准20202140410,7.5mm-1双/袋,-,0,2.43,6114,13710.9
100416,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用检查手套,一次性使用无菌橡胶检查手套,6950715514177,湘械注准20202140410,7.5mm-1双/袋,-,0,2.43,4565,9980.79
100439,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,棉签,医用棉签,6952542321102,浙台械备20170016号,10cm*50支,-,0,1.5,5835,7528.07
100439,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用棉签,医用棉签,6952542321102,浙台械备20170016号,10cm*50支,-,0,1.5,58753,68311.43
100441,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,鼻腔清洗液,海水鼻腔清洗液,6971691220210,川械注准20212140041,SHA60,-,0,23.43,33,722.55
100441,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,海水鼻腔清洗液,海水鼻腔清洗液,6971691220210,川械注准20212140041,SHA60,-,0,29.62,1832,48848.21
100442,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,头部冷敷贴,头部冷敷贴(晕车贴),6972511840434,鄂襄阳械备20190050号,2cm*2cm*4贴,-,0,8,10,74.14
100444,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,远红外小儿止泻贴,远红外小儿止泻贴,6970130061223,皖械注准20182260071,5cm*7cm*4贴,-,0,12.08,5,49.8
100448,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,聚乙二醇医用敷料,聚乙二醇医用敷料(芦荟胶),"69,389,032,200,556,900,000,000,000",湘械注准20212140267,150g,-,0,68,74,4576.81
100466,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用固定带手臂吊带,医用固定带手臂吊带,6924919406729,鲁青械备20180135号,手臂81470,-,0,29,13,363.95
100466,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,肢体固定器,医用固定带手臂吊带,6924919406729,鲁青械备20180135号,手臂81470,-,0,29,1,23.2
100467,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,电子血压计,电子血压计,6924919408884,鲁械注准20142070057,J-N-163B,-,0,133.94,69,8670.57
100468,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腋下拐杖,腋拐(手杖凳型),-,粤禅械备20180066号,FY911L,-,0,98,27,2315.57
100468,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腋拐,腋拐(手杖凳型),-,粤禅械备20180066号,FY911L,-,0,98,118,10339.57
100468,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用拐,腋拐(手杖凳型),-,粤禅械备20180066号,FY911L,-,0,98,20,1679.28
100469,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腋拐,腋拐(四脚型手杖),-,粤禅械备20180066号,FY934,-,0,75,2,100
100469,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腋下拐杖,腋拐(四脚型手杖),-,粤禅械备20180066号,FY934,-,0,75,1,75
100470,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用拐,医用拐(手杖型),-,粤禅械备20180148号,FY929L,-,0,48,10,441.6
100470,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,拐杖,医用拐(手杖型),-,粤禅械备20180148号,FY929L,-,0,48,2,91.2
100471,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,拐杖,医用拐(折叠型),-,粤禅械备20180148号,FY927L,-,0,65,95,5388.28
100471,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用拐,医用拐(折叠型),-,粤禅械备20180148号,FY927L,-,0,65,232,13383.39
100472,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器,助行器(带座凳型),-,粤禅械备20180065号,"FY993L,FY992L",-,0,228,86,17980.77
100472,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器(带座凳型),助行器(带座凳型),-,粤禅械备20180065号,"FY993L,FY992L",-,0,240.16,190,42444.25
100473,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器,助行器(起身型),-,粤禅械备20180065号,FY962L,-,0,174.93,450,71429.38
100474,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器,助行器(带前两轮),-,粤禅械备20180065号,FY912L,-,0,164.4,300,45282.22
100475,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,坐厕椅,助行器(坐便器无背带桶型),-,粤禅械备20180065号,FY8970(带桶型),-,0,85,319,25304.19
100475,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器,助行器(坐便器无背带桶型),-,粤禅械备20180065号,FY8970(带桶型),-,0,85,790,61911.31
100476,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器(坐便器无背型),助行器(坐便器无背型),-,粤禅械备20180065号,FY897(无背无桶型),-,0,68,662,41605.97
100476,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,坐厕椅,助行器(坐便器无背型),-,粤禅械备20180065号,FY897(无背无桶型),-,0,68,331,20750.19
100477,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腋拐(拐杖),腋拐(拐杖),-,粤禅械备20180066号,FY925L(M)号,-,0,49,1582,71672.97
100477,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,腋下拐杖,腋拐(拐杖),-,粤禅械备20180066号,FY925L(M)号,-,0,49,434,19676.33
100477,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用拐,腋拐(拐杖),-,粤禅械备20180066号,FY925L(M)号,-,0,49,321,14745.09
100518,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,肘拐,肘拐(三脚手杖凳),6950715589380,湘长械备20170082号,KFSZ0091,-,0,98,11,966.49
100518,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,三角拐杖,肘拐(三脚手杖凳),6950715589380,湘长械备20170082号,KFSZ0091,-,0,98,2,176.4
100530,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(雪菊清火),液体敷料(雪菊清火),6973267971830,陕杨械备20200005号,15ml,-,0,12,1,4
100531,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,液体敷料(熊胆草清火),液体敷料(熊胆草清火),6973267970628,陕杨械备20200005号,15ml,-,0,12,225,2395.13
100622,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用隔离眼罩,医用隔离眼罩,6970237413000,鲁青械备20190386号,中号,-,0,18,3,45.1
100623,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,一次性使用无菌橡胶检查手套,一次性使用无菌橡胶检查手套,6950715514191,湘械注准20202140410,8.5(L),-,0,2.5,12,28.5
100630,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,坐厕椅,助行器(坐便椅靠背带桶),-,粤禅械备20180065号,FY8980,-,0,95,324,28553.48
100630,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器(坐便椅靠背带桶),助行器(坐便椅靠背带桶),-,粤禅械备20180065号,FY8980,-,0,95,782,69498.86
100631,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,助行器(坐便椅靠背带桶宽敞型),助行器(坐便椅靠背带桶宽敞型),-,粤禅械备20180065号,FY813(靠背型),-,0,200.82,590,107904.65
100631,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,坐厕椅,助行器(坐便椅靠背带桶宽敞型),-,粤禅械备20180065号,FY813(靠背型),-,0,185,377,64038.68
100635,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,卓清速溶茶,卓清速溶茶,6948854713438,国食健注G20151019,1g/袋*30支,-,0,248,17,2719.6
100750,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,舒极膏体表给药器,舒极膏体表给药器,6942710801086,豫械备20180004号,15g,-,0,18,130,1941.59
100751,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,舒极宝宝体表给药器,舒极宝宝体表给药器,6942710801093,豫械备20180004号,15g,-,0,28,15,397.6
100752,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,阴道给药器,舒极活肽阴道给药器,6942710801307,豫械备20180003号,3g*5支,-,0,88,5,370.76
100752,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,舒极活肽阴道给药器,舒极活肽阴道给药器,6942710801307,豫械备20180003号,3g*5支,-,0,88,48,3472.26
100776,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用退热贴,医用退热贴,6938100100860,黑黑械备20150001号,12cm*4.5cm*4贴,-,0,28,8396,209349.17
100795,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,冷敷凝胶(疤乐),冷敷凝胶(疤乐),6973267971519,陕杨械备20200003号,15g/支,-,0,58,3,54.41
100835,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,牙齿脱敏剂,牙齿脱敏剂,6934705607223,辽械注准20202170383,110g,-,0,19.8,9,160.07
100839,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,一次性使用无菌敷贴(大伤口型),一次性使用无菌敷贴(大伤口型),6953395509174,浙械注准20152140995,100mm*250mm,-,0,3.5,3964,12770.37
100839,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用伤口敷贴,一次性使用无菌敷贴(大伤口型),6953395509174,浙械注准20152140995,100mm*250mm,-,0,3.5,423,1352.98
100840,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,创口贴(高弹舒适型),创口贴(高弹舒适型),6953395502458,浙金械备20150022号,74mm*24mm*20片,-,0,12,338,3272.85
100840,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,创口贴,创口贴(高弹舒适型),6953395502458,浙金械备20150022号,74mm*24mm*20片,-,0,12,1955,20465.98
100840,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,创口贴(高弹舒适型),创口贴(高弹舒适型),6953395502458,浙金械备20150022号,74mm*24mm,-,0,12,2662,29439.88
100841,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,创口贴(防水透气型),创口贴(防水透气型),6953395505572,浙金械备20150022号,74mm*24mm*20片,-,0,12,797,8001.43
100841,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,创口贴,创口贴(防水透气型),6953395505572,浙金械备20150022号,74mm*24mm*20片,-,0,12,4790,50601.55
100841,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,创口贴(防水透气型),创口贴(防水透气型),6953395505572,浙金械备20150022号,74mm*24mm,-,0,12,5106,55758.8
100849,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,红外额温计(壁挂式),红外额温计(壁挂式),-,豫械注准20202071028,ET05,-,0,338,4,845
100869,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,穴位压力刺激贴(膝盖型),穴位压力刺激贴(膝盖型),6927730615165,鄂襄阳械备20200103,5贴/盒,-,0,48,11,464.3
100873,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,医用分子筛制氧机,医用分子筛制氧机,6933257911703,苏械注准20142080095,8F-3AW,-,0,2680,1,2680
100881,贵州省健一生药业连锁有限责任公司,b271e7ee16ad4c65ad0c169c28bad6a6,果维康B族维生素含片(成人)(高血压型),果维康B族维生素含片(成人)(高血压型),6970772300490,食健备G202032000270,48g(1.2g*40片),-,0,49.8,3,74.7
1011096,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,TS乳酸左氧氟沙星分散片,左氧氟沙星,\N,批准文号,0.1g*12片,\N,0,11.25,14,158.3
1011096,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,S乳酸左氧氟沙星分散片,左氧氟沙星,\N,批准文号,0.1g*12片,\N,0,12,23,276
1025F,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰草本营养顺滑洗发露,\N,6945062903293,鄂G妆备字2022000958,250ml,武汉润禾生物医药有限公司,0,38.57,96,3696.82
1027F,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰男神海泥控油净爽洁面乳,\N,6945062903057,鄂G妆网备字2023001223,120g,武汉润禾生物医药有限公司,0,36.26,198,7184.95
1043009,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,波生坦片,波生坦,\N,注册证号H20170013,125mg*56片,Actelion Pharmaceuticals Ltd,0,1334.5,6,8007
1043009C,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,波生坦片,\N,\N,注册证号H20170013,125mg/片,Actelion Pharmaceuticals Ltd,0,23.83,616,14679.5
1046F,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰维A醇胜肽紧致抗皱礼盒,\N,6945062904870,鄂G妆网备字2023000826,水+乳+面霜+眼霜,武汉润禾生物医药有限公司,0,399.01,44,17504.52
1047F,邹平方正医药有限公司,45fb2a39f3a24568b6422ca267c7b9da,谷幽兰燕麦原B5舒缓保湿礼盒,\N,6945062904863,鄂G妆网备字2023000594,洁面+水+乳+霜,武汉润禾生物科技有限公司,0,311.9,40,12756.4
